partition,node,degree centrality,closeness centrality,betweenness centrality,eigenvector centrality,harmonic centrality,total centrality score,average tweet similarity,follower to following ratio,individual_profile_similarity,density,diameter,average path length,clustering coefficient,network size,average profile similarity,network size ratio,total community influence score,total similarity score,total influence score,total value of user
23,reutersindia,0.00084317,0.005020785,7.11E-06,1.09E-25,0.009032258,0.023198409,0.580516591,0.127963433,0.644833043,0.0345,0.333333333,0.483681707,0,57,0.325379902,0.024516129,0.020875853,0.590222186,0.163166839,0.483458349
409,viswas2all,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.475390937,5.51E-06,0.660554349,1,0.083333333,0.183756806,0,1,0.549372916,0.000430108,0.000544985,0.643486887,0.0021513,0.48315299
125,goultralow,0.002529511,0.00129543,1.78E-06,1.32E-59,0.002365591,0.009638907,0.521853723,9.67E-05,0.697616873,0.2857,0.25,0.350012963,0,6,0.457464251,0.002580645,0.002285711,0.640169097,0.011401415,0.482977177
41,master87705898,0.000421585,0.024989105,0,0.000717391,0.057206194,0.12971757,0.534062887,4.28E-06,0.65894717,0.0168,0.333333333,0.385206191,0,118,0.359368684,0.050752688,0.037320458,0.590874873,0.158429033,0.482763413
125,johnbroadfoot,0.000421585,0.000755668,0,4.63E-60,0.001433692,0.004064178,0.634703395,1.72E-05,0.586931903,0.2857,0.25,0.350012963,0,6,0.457464251,0.002580645,0.002285711,0.641025798,0.006038684,0.482279019
8,newtimesrwanda,0.01391231,0.022768527,0.002938644,9.18E-05,0.057826064,0.151825895,0.578906929,0.007528093,0.592255751,0.05,0.416666667,0.451146517,0,39,0.373128267,0.016774194,0.015395576,0.587674055,0.165738876,0.48219026
41,iswampa,0.000421585,0.024989105,0,0.000717391,0.057206194,0.12971757,0.534062887,1.71E-05,0.655698478,0.0168,0.333333333,0.385206191,0,118,0.359368684,0.050752688,0.037320458,0.589589174,0.158441185,0.481802176
27,a_s_mailafiya,0.000421585,0.018491691,0,2.15E-08,0.040081163,0.091830378,0.678792212,1.37E-05,0.583328063,0.0339,0.333333333,0.416916376,0,58,0.331325836,0.024946237,0.019561584,0.607127663,0.105661196,0.481761046
27,_______imaan,0.000421585,0.018491691,0,2.15E-08,0.040081163,0.091830378,0.678792212,0.000109965,0.583068709,0.0339,0.333333333,0.416916376,0,58,0.331325836,0.024946237,0.019561584,0.607025021,0.105752483,0.481706886
27,sarah_exter,0.000421585,0.018491691,0,2.15E-08,0.040081163,0.091830378,0.692115106,7.94E-06,0.569479857,0.0339,0.333333333,0.416916376,0,58,0.331325836,0.024946237,0.019561584,0.606919765,0.105655724,0.481603755
1,durgeshskumar,0.000421585,0.016745161,0,7.39E-09,0.030952813,0.074902593,0.517371158,8.98E-05,0.662010911,0.0207,1,0.749660488,0,136,0.359261914,0.058494624,0.10355657,0.585439217,0.169342387,0.481415009
153,cigargoylemk,0.000421585,0.000949428,0,9.75E-63,0.00172043,0.00481212,0.616892588,7.32E-06,0.655456901,0.25,0.166666667,0.32157441,0,7,0.403218607,0.003010753,0.002222661,0.639628193,0.006678933,0.481390878
16,crowstu,0.000421585,0.017796713,0,1.31E-08,0.034240405,0.081656883,0.584565564,1.44E-05,0.608979604,0.1324,0.416666667,0.449933944,0.066,18,0.415409433,0.007741935,0.008245166,0.61326529,0.08527999,0.481268965
419,zhugeex,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.599996098,0.008030252,0.545652156,1,0.083333333,0.183756806,0,1,0.525900013,0.000430108,0.000544985,0.638037309,0.009762265,0.480968548
246,transpoalliance,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.750609257,2.72E-05,0.484314479,1,0.083333333,0.183756806,0,1,0.442787577,0.000430108,0.000544985,0.640476391,0.002171875,0.480900262
370,oppopakistan,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.503391621,0.010186073,0.564448188,1,0.083333333,0.183756806,0,1,0.601300401,0.000430108,0.000544985,0.637084298,0.011806925,0.480764955
252,joelmutungi,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.567312735,8.61E-06,0.594901794,1,0.083333333,0.183756806,0,1,0.513804664,0.000430108,0.000544985,0.639806719,0.002154246,0.480393601
233,synchronicity34,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.378809518,2.22E-05,0.633033097,1,0.083333333,0.183756806,0,1,0.663940066,0.000430108,0.000544985,0.639713117,0.002167159,0.480326627
1,rakotonimaro,0.000421585,0.023571953,0,1.41E-06,0.046963739,0.110453815,0.590922048,2.67E-06,0.55549407,0.0207,1,0.749660488,0,136,0.359261914,0.058494624,0.10355657,0.572392639,0.202977822,0.480038935
323,vernverass,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.596877671,9.85E-06,0.549865276,1,0.083333333,0.183756806,0,1,0.527939841,0.000430108,0.000544985,0.639277824,0.002155418,0.479997223
117,forddirect,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.526982417,3.48E-05,0.575670451,1,0.083333333,0.183756806,0,1,0.5712535,0.000430108,0.000544985,0.638970549,0.002179054,0.479772675
376,euscicomm,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.648615519,4.32E-05,0.472097191,1,0.083333333,0.183756806,0,1,0.552475618,0.000430108,0.000544985,0.638686378,0.002187021,0.479561539
1,x0511224,0.000421585,0.0270294,0,9.85E-06,0.052706605,0.124788104,0.619755837,4.70E-06,0.513492763,0.0207,1,0.749660488,0,136,0.359261914,0.058494624,0.10355657,0.567181472,0.216574916,0.479529833
61,gatjmv,0.003794266,0.019935353,0.000599355,9.81E-06,0.046879894,0.11085852,0.570008559,0.000189408,0.620996735,0.0417,0.75,0.703463554,0,49,0.369758047,0.021075269,0.031510974,0.594193156,0.135208064,0.479446883
1,carbonef954,0.000421585,0.0270294,0,9.85E-06,0.052706605,0.124788104,0.619755837,2.38E-06,0.512124275,0.0207,1,0.749660488,0,136,0.359261914,0.058494624,0.10355657,0.566639881,0.216572709,0.479123088
184,danwolfgang_,0.000421585,0.000335852,0,3.13E-83,0.000645161,0.002183276,0.621961087,1.89E-05,0.564352413,0.6667,0.166666667,0.245009074,0,2,0.484117691,0.000860215,0.000927635,0.637595215,0.002968401,0.478938512
22,kausiyo,0.000421585,0.019803436,0,9.84E-08,0.038068193,0.090738977,0.531810439,1.17E-05,0.69919771,0.0909,0.333333333,0.396151036,0,21,0.362875642,0.009032258,0.007409923,0.607300878,0.093099078,0.478750428
14,curioushomer,0.00084317,0.013445522,4.91E-06,0.087082632,0.023799283,0.194847357,0.358868735,0.002626897,0.675445199,0.0242,0.333333333,0.468219775,0,153,0.436736886,0.065806452,0.054339882,0.558688601,0.23882976,0.478723891
299,odaekim,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.58627676,2.08E-05,0.566846795,1,0.083333333,0.183756806,0,1,0.516609978,0.000430108,0.000544985,0.637319111,0.002165835,0.478530792
109,john80199075,0.00084317,0.000503778,1.27E-07,4.43E-83,0.000860215,0.003435854,0.692437485,5.13E-06,0.530698391,0.6667,0.166666667,0.245009074,0,2,0.441852221,0.000860215,0.000927635,0.635441061,0.004143303,0.477616622
334,patmartin4nh,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.632692835,1.59E-05,0.508483615,1,0.083333333,0.183756806,0,1,0.525293072,0.000430108,0.000544985,0.636027349,0.002161182,0.477560807
402,the_hybrid_guy,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.480992109,3.84E-05,0.614737493,1,0.083333333,0.183756806,0,1,0.570649386,0.000430108,0.000544985,0.635991519,0.002182506,0.477539266
27,junnimia,0.000421585,0.018491691,0,2.15E-08,0.040081163,0.091830378,0.692115106,1.94E-06,0.555741943,0.0339,0.333333333,0.416916376,0,58,0.331325836,0.024946237,0.019561584,0.60148286,0.105650024,0.477524651
411,pluginalberta,0.000421585,0.000335852,0,8.24E-69,0.000645161,0.002183276,0.539015211,0.000146181,0.572338166,0.6667,0.166666667,0.245009074,0,2,0.553641675,0.000860215,0.000927635,0.635443814,0.003089088,0.477355132
169,cosmicinglewood,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.676280916,1.30E-05,0.462570302,1,0.083333333,0.183756806,0,1,0.526801405,0.000430108,0.000544985,0.635704053,0.002158387,0.477317636
8,fnasagambe,0.000421585,0.019534564,0,8.44E-06,0.042486653,0.097211183,0.525934898,4.07E-06,0.678196836,0.05,0.416666667,0.451146517,0,39,0.373128267,0.016774194,0.015395576,0.600721861,0.106804204,0.477242447
8,kalubijean1,0.000421585,0.019534564,0,8.44E-06,0.042486653,0.097211183,0.633774563,3.99E-06,0.570263935,0.05,0.416666667,0.451146517,0,39,0.373128267,0.016774194,0.015395576,0.600684962,0.106804134,0.477214755
14,satisfyingloops,0.001264755,0.013445522,0,0.136320899,0.023799283,0.272139913,0.377014735,0.012252114,0.582597727,0.0242,0.333333333,0.468219775,0,153,0.436736886,0.065806452,0.054339882,0.529124807,0.321265782,0.477160051
217,wallpapermag,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.712087245,0.012439167,0.628734523,1,0.083333333,0.183756806,0,1,0.314367262,0.000430108,0.000544985,0.63156299,0.013943842,0.477158203
191,thebookofginko,0.000421585,0.000335852,0,3.13E-83,0.000645161,0.002183276,0.375632771,0.673259541,0.319546185,0.6667,0.166666667,0.245009074,0,2,0.430642652,0.000860215,0.000927635,0.422060968,0.641494632,0.476919384
400,univercurious,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.49999997,0.158423981,0.566794939,1,0.083333333,0.183756806,0,1,0.470818692,0.000430108,0.000544985,0.585031434,0.152401226,0.476873882
49,mrdjondo,0.000421585,0.014589973,0,2.62E-10,0.028774284,0.068156746,0.53360672,9.42E-06,0.674024642,0.0476,0.5,0.666305166,0,41,0.386664997,0.017634409,0.0214065,0.607464156,0.084953959,0.476836606
368,k3syspro,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.610680315,2.48E-05,0.567389676,1,0.083333333,0.183756806,0,1,0.485898844,0.000430108,0.000544985,0.635037678,0.002169622,0.476820664
14,alwayssexuai,0.001264755,0.013445522,0,0.136320899,0.023799283,0.272139913,0.377014735,0.004707706,0.586291641,0.0242,0.333333333,0.468219775,0,153,0.436736886,0.065806452,0.054339882,0.530586708,0.314110387,0.476467628
41,unathi_kwaza,0.000421585,0.024989105,0,0.000717391,0.057206194,0.12971757,0.534062887,0.000114801,0.637579194,0.0168,0.333333333,0.385206191,0,118,0.359368684,0.050752688,0.037320458,0.5824183,0.158533852,0.476447188
160,custardcomms,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.551923068,1.93E-05,0.582229506,1,0.083333333,0.183756806,0,1,0.528206111,0.000430108,0.000544985,0.634400447,0.002164383,0.476341431
16,sufiy,0.004215852,0.020441907,0.000952343,1.42E-07,0.042080068,0.105366282,0.554328274,1.13E-05,0.602667608,0.1324,0.416666667,0.449933944,0.066,18,0.415409433,0.007741935,0.008245166,0.598800574,0.107763929,0.476041413
1,genericgene,0.001264755,0.023857583,0.000238562,2.87E-06,0.048411767,0.114838509,0.53068175,2.20E-05,0.597487102,0.0207,1,0.749660488,0,136,0.359261914,0.058494624,0.10355657,0.565171115,0.207154797,0.475667036
102,ayushku92189490,0.000421585,0.000335852,0,3.13E-83,0.000645161,0.002183276,0.481013089,1.85E-06,0.55564484,0.6667,0.166666667,0.245009074,0,2,0.620181302,0.000860215,0.000927635,0.632216073,0.002952197,0.474900104
4,yogui505,0.000421585,0.016007142,0,9.16E-10,0.030046402,0.072342873,0.625056771,3.25E-06,0.587997521,0.0259,1,1,0,84,0.329384593,0.036129032,0.073193806,0.586941084,0.13803538,0.474714658
80,kobatolu,0.000421585,0.018500836,0,6.63E-06,0.037365643,0.087627944,0.661275297,8.53E-06,0.647276223,0.1667,0.25,0.361945224,0,11,0.276875769,0.004731183,0.003683913,0.60395414,0.086611563,0.474618496
1,adilg,0.000421585,0.0270294,0,9.85E-06,0.052706605,0.124788104,0.619755837,7.58E-06,0.496154718,0.0207,1,0.749660488,0,136,0.359261914,0.058494624,0.10355657,0.560319782,0.216577648,0.474384248
263,jasbonk,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.571636856,2.81E-06,0.579853989,1,0.083333333,0.183756806,0,1,0.503882426,0.000430108,0.000544985,0.631635905,0.002148741,0.474264114
1,e_move_360,0.000421585,0.0270294,0,9.85E-06,0.052706605,0.124788104,0.619755837,0.000222073,0.495186423,0.0207,1,0.749660488,0,136,0.359261914,0.058494624,0.10355657,0.55993657,0.216781078,0.474147697
27,beetlejuice_pt,0.000421585,0.018491691,0,2.15E-08,0.040081163,0.091830378,0.678792212,9.35E-06,0.557599653,0.0339,0.333333333,0.416916376,0,58,0.331325836,0.024946237,0.019561584,0.596945408,0.105657057,0.47412332
22,donsiyame,0.000421585,0.019803436,0,9.84E-08,0.038068193,0.090738977,0.580482006,2.07E-05,0.634890074,0.0909,0.333333333,0.396151036,0,21,0.362875642,0.009032258,0.007409923,0.60111276,0.093107612,0.474111473
331,osnapmalz,0.000421585,0.000335852,0,3.13E-83,0.000645161,0.002183276,0.548212888,4.83E-05,0.700158646,0.6667,0.166666667,0.245009074,0,2,0.4052905,0.000860215,0.000927635,0.630958667,0.00299621,0.473968053
1,eco_couriers,0.000421585,0.019534564,0,8.71E-08,0.036176232,0.087375422,0.550170995,4.66E-06,0.592843081,0.0207,1,0.749660488,0,136,0.359261914,0.058494624,0.10355657,0.57104625,0.181091307,0.473557514
101,yarjan_baloch,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.628510714,3.99E-05,0.596206458,1,0.083333333,0.183756806,0,1,0.426841349,0.000430108,0.000544985,0.630126183,0.002183903,0.473140613
190,von_2412,0.000421585,0.000699692,0,1.14E-68,0.001290323,0.00375388,0.563348556,1.83E-05,0.583526835,0.3333,0.166666667,0.306261343,0,5,0.502088123,0.002150538,0.001733824,0.629099185,0.005222078,0.473129908
237,greenguruguides,0.000421585,0.000895606,0,1.13E-50,0.00172043,0.004728341,0.608071081,1.89E-05,0.547885673,0.25,0.25,0.377722323,0,9,0.490879309,0.003870968,0.003397635,0.628257227,0.007724832,0.473124128
136,wvstateu,0.001264755,0.000755668,3.81E-07,7.53E-77,0.001290323,0.005154077,0.544826732,0.00046852,0.611401972,0.5,0.166666667,0.275635209,0,3,0.490671678,0.001290323,0.001215873,0.628282682,0.0064858,0.472833461
8,1pancholatino,0.000421585,0.019534564,0,8.44E-06,0.042486653,0.097211183,0.633774563,3.19E-05,0.55531168,0.05,0.416666667,0.451146517,0,39,0.373128267,0.016774194,0.015395576,0.594767469,0.106830601,0.472783252
357,lifeoftdotn,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.783773726,8.04E-06,0.445299918,1,0.083333333,0.183756806,0,1,0.420748944,0.000430108,0.000544985,0.629439172,0.002153704,0.472617805
1,cocars,0.000421585,0.015231551,0,7.50E-10,0.027567733,0.067277315,0.62018274,1.21E-05,0.535270922,0.0207,1,0.749660488,0,136,0.359261914,0.058494624,0.10355657,0.57596933,0.162036561,0.472486138
117,billbrownford,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.51045037,1.38E-05,0.56683655,1,0.083333333,0.183756806,0,1,0.5712535,0.000430108,0.000544985,0.628931742,0.002159175,0.4722386
239,greenpowertrust,0.000421585,0.000453401,0,4.35E-77,0.000860215,0.002701002,0.519983778,6.28E-05,0.593167637,0.5,0.166666667,0.275635209,0,3,0.53356827,0.001290323,0.001215873,0.628211169,0.003774378,0.472101971
14,poemsdeps,0.001264755,0.013445522,0,0.136320899,0.023799283,0.272139913,0.377014735,0.085746323,0.506695096,0.0242,0.333333333,0.468219775,0,153,0.436736886,0.065806452,0.054339882,0.499085644,0.390970401,0.472056833
41,serving_nation1,0.000421585,0.024989105,0,0.000717391,0.057206194,0.12971757,0.534062887,6.24E-06,0.621787589,0.0168,0.333333333,0.385206191,0,118,0.359368684,0.050752688,0.037320458,0.576168628,0.158430886,0.471734192
1,daimler,0.007588533,0.025978257,0.001765477,9.15E-06,0.053955981,0.138999732,0.524599446,0.001717945,0.568939071,0.0207,1,0.749660488,0,136,0.359261914,0.058494624,0.10355657,0.551465842,0.231678651,0.471519044
27,ilker_kuzlu,0.000421585,0.018071831,0,1.27E-08,0.035027399,0.083310159,0.664598745,5.04E-06,0.569417636,0.0339,0.333333333,0.416916376,0,58,0.331325836,0.024946237,0.019561584,0.596005288,0.097572081,0.471396987
1,permanentfuture,0.000421585,0.021462243,0,1.13E-07,0.039695946,0.095854836,0.590456403,1.33E-05,0.536287809,0.0207,1,0.749660488,0,136,0.359261914,0.058494624,0.10355657,0.564607301,0.189141677,0.470740895
8,pgatabazi,0.000421585,0.015281328,0,7.52E-08,0.030486973,0.071898981,0.621457163,9.73E-05,0.580820888,0.05,0.416666667,0.451146517,0,39,0.373128267,0.016774194,0.015395576,0.599988249,0.082885611,0.470712589
57,nancysoria626,0.000421585,0.000949428,0,9.75E-63,0.00172043,0.00481212,0.664483818,8.24E-06,0.460630962,0.25,0.166666667,0.32157441,0,7,0.513153572,0.003010753,0.002222661,0.624866476,0.006679803,0.470319808
271,msimangabrandon,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.585960135,1.17E-06,0.523646384,1,0.083333333,0.183756806,0,1,0.532251438,0.000430108,0.000544985,0.626287096,0.002147184,0.470252118
319,poorlivesmatt3r,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.57647617,7.90E-06,0.517685084,1,0.083333333,0.183756806,0,1,0.547036663,0.000430108,0.000544985,0.626025879,0.002153571,0.470057802
38,m_ruwa,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.57702886,1.68E-05,0.644741714,1,0.083333333,0.183756806,0,1,0.419140145,0.000430108,0.000544985,0.625912218,0.002162022,0.469974669
41,hallaboutafrica,0.049747049,0.030537706,0.011527753,0.007798386,0.090203106,0.295463192,0.56163157,5.52E-05,0.455577179,0.0168,0.333333333,0.385206191,0,118,0.359368684,0.050752688,0.037320458,0.52129989,0.315676601,0.469894068
142,griffithhealth,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.612303651,8.88E-06,0.521064199,1,0.083333333,0.183756806,0,1,0.506703682,0.000430108,0.000544985,0.625580101,0.002154501,0.469723701
136,bryan9604,0.000421585,0.000453401,0,4.35E-77,0.000860215,0.002701002,0.576989283,4.23E-06,0.570786498,0.5,0.166666667,0.275635209,0,3,0.490671678,0.001290323,0.001215873,0.62493736,0.003718864,0.469632736
271,joshc_bmi,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.566598376,2.29E-06,0.540856491,1,0.083333333,0.183756806,0,1,0.532251438,0.000430108,0.000544985,0.625435559,0.002148253,0.469613733
367,jkempenergy,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.687695213,0.001909082,0.506032796,1,0.083333333,0.183756806,0,1,0.443045303,0.000430108,0.000544985,0.6242748,0.003956722,0.469195281
27,drrobertmeteau,0.000421585,0.018491691,0,2.15E-08,0.040081163,0.091830378,0.678792212,1.13E-05,0.540436588,0.0339,0.333333333,0.416916376,0,58,0.331325836,0.024946237,0.019561584,0.590152967,0.105658883,0.469029446
16,emporerofoz,0.000421585,0.017796713,0,1.31E-08,0.034240405,0.081656883,0.584565564,2.93E-06,0.566943387,0.1324,0.416666667,0.449933944,0.066,18,0.415409433,0.007741935,0.008245166,0.596629071,0.08526914,0.468789088
223,jfrancilus,0.000421585,0.000335852,0,3.13E-83,0.000645161,0.002183276,0.730437174,3.12E-05,0.505044837,0.6667,0.166666667,0.245009074,0,2,0.400420902,0.000860215,0.000927635,0.623930332,0.002980043,0.46869276
9,22rdw,0.000421585,0.000335852,0,3.13E-83,0.000645161,0.002183276,0.52746734,7.41E-06,0.54889791,0.6667,0.166666667,0.245009074,0,2,0.558915767,0.000860215,0.000927635,0.623684211,0.002957472,0.468502527
49,sarpong_,0.000421585,0.014589973,0,2.62E-10,0.028774284,0.068156746,0.53360672,4.62E-05,0.645361757,0.0476,0.5,0.666305166,0,41,0.386664997,0.017634409,0.0214065,0.596120556,0.084988869,0.468337634
14,simsprobiems,0.00084317,0.013445522,4.91E-06,0.087082632,0.023799283,0.194847357,0.358868735,0.041289088,0.60914283,0.0242,0.333333333,0.468219775,0,153,0.436736886,0.065806452,0.054339882,0.53244883,0.275498407,0.468211224
78,mb_press,0.00084317,0.000503778,1.27E-07,4.43E-83,0.000860215,0.003435854,0.537813206,0.000317587,0.558205075,0.6667,0.166666667,0.245009074,0,2,0.536436499,0.000860215,0.000927635,0.622565702,0.004439647,0.468034188
49,wavez_off,0.000421585,0.014589973,0,2.62E-10,0.028774284,0.068156746,0.53360672,1.16E-05,0.644347012,0.0476,0.5,0.666305166,0,41,0.386664997,0.017634409,0.0214065,0.595718961,0.084956047,0.468028233
